age_group,variable_name,description,original_options,data_set_encoding,section,direction_decision,treatment_suggestion
36-44岁成年早期Ⅱ(自答),QN12012,对自己生活满意度,1–5分（1=很不满意，5=非常满意）,"1–5分（1=很不满意,5=非常满意）",M 部分：主观态度,reverse,
36-44岁成年早期Ⅱ(自答),QN4001,是否是中国共产党党员,1.是 5.否,"1=是, 0=否",N 部分：法律与政治,reverse,
36-44岁成年早期Ⅱ(自答),QN4003,是否是工会成员,1.是 5.否,"1=是, 0=否",N 部分：法律与政治,reverse,
36-44岁成年早期Ⅱ(自答),QN406,我感到情绪低落,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QN407,我觉得做任何事都很费劲,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QN411,我的睡眠不好,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QN412,我感到愉快,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,reverse,
36-44岁成年早期Ⅱ(自答),QN414,我感到孤独,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QN416,我生活快乐,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,reverse,
36-44岁成年早期Ⅱ(自答),QN418,我感到悲伤难过,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QN420,我觉得生活无法继续,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QN8011,收入在本地位置评分,1–5分（1=很低，5=很高） 79=不适用,"1–5分（1=很低,5=很高）,79=不适用",M 部分：主观态度,reverse,
36-44岁成年早期Ⅱ(自答),QN8012,社会地位评分,1–5分（1=很低，5=很高）,"1–5分（1=很低,5=很高）",M 部分：主观态度,reverse,
36-44岁成年早期Ⅱ(自答),QP201,健康状况,1.非常健康 2.很健康 3.比较健康 4.一般 5.不健康,"1.非常健康,2.很健康,3.比较健康,4.一般,5.不健康",P 部分：健康,keep,
36-44岁成年早期Ⅱ(自答),QP202,健康变化情况,1.更好 3.没有变化 5.更差,"1.更好,3.没有变化,5.更差",P 部分：健康,keep,
36-44岁成年早期Ⅱ(自答),QP301,过去两周身体是否不适,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
36-44岁成年早期Ⅱ(自答),QP401,半年内是否有慢性疾病,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
36-44岁成年早期Ⅱ(自答),QP701N,锻炼身体的频率,1.平均每月不足1次 2.平均每月1次以上，但每周不足1次 3.平均每周1-2次 4.平均每周3-4次 5.平均每周5次及以上 6.每天1次 7.每天两次及以上 8.从不参加,"1.平均每月不足1次,2.平均每月1次以上,但每周不足1次,3.平均每周1-2次,4.平均每周3-4次,5.平均每周5次及以上,6.每天1次,7.每天两次及以上,8.从不参加",P 部分：健康,u_shape,"有序分类：锻炼频率。U形关系：1/8(极少/从不)=风险，3-5(适度)=保护，6-7(过高)=风险。建议重编码：风险组(1,8,6,7)，保护组(3-5)，中间组(2)"
36-44岁成年早期Ⅱ(自答),QQ201,是否吸烟,1.是 5.否,"1=是, 0=否",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QQ301,过去一月每周喝酒过3次吗,1.是 5.否,"1=是, 0=否",Q 部分：行为与精神状态,keep,
36-44岁成年早期Ⅱ(自答),QQ4010,睡眠时长（小时/天）,0.1–24.0小时,0.1–24.0小时,Q 部分：行为与精神状态,u_shape,"三分类法: <7h(睡眠过短=风险), 7-9h(睡眠正常=保护), >9h(睡眠过长=风险)"
36-44岁成年早期Ⅱ(自答),QU201,是否移动设备上网,1=是；5=否,"1=是, 0=否",U部分：网络模块,reverse,
36-44岁成年早期Ⅱ(自答),QU202,是否电脑上网,1=是；5=否,"1=是, 0=否",U部分：网络模块,reverse,
36-44岁成年早期Ⅱ(自答),QU91,是否玩网络游戏,1=是；5=否,"1=是, 0=否",U部分：网络模块,keep,
36-44岁成年早期Ⅱ(自答),QU92,是否网上购物,1=是；5=否,"1=是, 0=否",U部分：网络模块,keep,
45-59岁中年期(自答),pid,个人编码,系统生成,系统生成,,special,个人ID，不用于分析
45-59岁中年期(自答),AGE,年龄,0–120,0–120,G 部分：亲子互动,special,年龄变量，需根据年龄段特殊处理
45-59岁中年期(自答),GENDER,性别,1=男，5=女,"1=男, 0=女",,reverse,
45-59岁中年期(自答),QA301,现在的户口状况,1=农业户口；3=非农户口；5=没有户口；7=居民户口；79=不适用,"1=农业户口,3=非农户口,5=没有户口,7=居民户口,79=不适用",A部分：基本信息,categorical,多分类变量：户口状况。心理学权重编码(居民户口=保护，没有户口=高风险)，创建虚拟变量组
45-59岁中年期(自答),QC401,过去12个月是否因病住院,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
45-59岁中年期(自答),QEA0,当前婚姻状态,1=未婚；2=已婚；3=同居；4=离婚；5=丧偶,"1=未婚,2=已婚,3=同居,4=离婚,5=丧偶",E部分：婚姻,categorical,多分类名义变量，创建虚拟变量或独热编码
45-59岁中年期(自答),QG406,工作满意度,同QS501,"1=非常满意,2=满意,3=一般,4=不满意,5=非常不满意",G部分：工作,keep,
45-59岁中年期(自答),QI101,是否办理退休手续,1=是；5=否,"1=是, 0=否",I部分：退休与养老,reverse,
45-59岁中年期(自答),QI200,是否有领取离退休金,1=是；5=否,"1=是, 0=否",I部分：退休与养老,reverse,
45-59岁中年期(自答),QI2001,是否有领取养老保险,1=是；5=否,"1=是, 0=否",I部分：退休与养老,reverse,
45-59岁中年期(自答),QM2016,幸福感评分,0–10分（0=最低，10=最高）,"0–10分（0=最低,10=最高）",M 部分：主观态度,reverse,
45-59岁中年期(自答),QM3N,生活意义评分,0–10分（0=非常没有意义，10=非常有意义）,"0–10分（0=非常没有意义,10=非常有意义）",M 部分：主观态度,reverse,
45-59岁中年期(自答),QN12012,对自己生活满意度,1–5分（1=很不满意，5=非常满意）,"1–5分（1=很不满意,5=非常满意）",M 部分：主观态度,reverse,
45-59岁中年期(自答),QN4001,是否是中国共产党党员,1.是 5.否,"1=是, 0=否",N 部分：法律与政治,reverse,
45-59岁中年期(自答),QN4003,是否是工会成员,1.是 5.否,"1=是, 0=否",N 部分：法律与政治,reverse,
45-59岁中年期(自答),QN406,我感到情绪低落,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QN407,我觉得做任何事都很费劲,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QN411,我的睡眠不好,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QN412,我感到愉快,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,reverse,
45-59岁中年期(自答),QN414,我感到孤独,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QN416,我生活快乐,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,reverse,
45-59岁中年期(自答),QN418,我感到悲伤难过,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QN420,我觉得生活无法继续,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QN8011,收入在本地位置评分,1–5分（1=很低，5=很高） 79=不适用,"1–5分（1=很低,5=很高）,79=不适用",M 部分：主观态度,reverse,
45-59岁中年期(自答),QN8012,社会地位评分,1–5分（1=很低，5=很高）,"1–5分（1=很低,5=很高）",M 部分：主观态度,reverse,
45-59岁中年期(自答),QP201,健康状况,1.非常健康 2.很健康 3.比较健康 4.一般 5.不健康,"1.非常健康,2.很健康,3.比较健康,4.一般,5.不健康",P 部分：健康,keep,
45-59岁中年期(自答),QP202,健康变化情况,1.更好 3.没有变化 5.更差,"1.更好,3.没有变化,5.更差",P 部分：健康,keep,
45-59岁中年期(自答),QP301,过去两周身体是否不适,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
45-59岁中年期(自答),QP401,半年内是否有慢性疾病,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
45-59岁中年期(自答),QP701N,锻炼身体的频率,1.平均每月不足1次 2.平均每月1次以上，但每周不足1次 3.平均每周1-2次 4.平均每周3-4次 5.平均每周5次及以上 6.每天1次 7.每天两次及以上 8.从不参加,"1.平均每月不足1次,2.平均每月1次以上,但每周不足1次,3.平均每周1-2次,4.平均每周3-4次,5.平均每周5次及以上,6.每天1次,7.每天两次及以上,8.从不参加",P 部分：健康,u_shape,"有序分类：锻炼频率。U形关系：1/8(极少/从不)=风险，3-5(适度)=保护，6-7(过高)=风险。建议重编码：风险组(1,8,6,7)，保护组(3-5)，中间组(2)"
45-59岁中年期(自答),QQ1011,是否能独立去户外活动,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ1012,是否能独立进餐,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ1013,是否能独立进行厨房活动,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ1014,是否能独立使用公共交通,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ1015,是否能独立购物,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ1016,是否能独立清洁卫生,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ1017,是否能独立洗衣,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
45-59岁中年期(自答),QQ201,是否吸烟,1.是 5.否,"1=是, 0=否",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QQ301,过去一月每周喝酒过3次吗,1.是 5.否,"1=是, 0=否",Q 部分：行为与精神状态,keep,
45-59岁中年期(自答),QQ4010,睡眠时长（小时/天）,0.1–24.0小时,0.1–24.0小时,Q 部分：行为与精神状态,u_shape,"三分类法: <7h(睡眠过短=风险), 7-9h(睡眠正常=保护), >9h(睡眠过长=风险)"
45-59岁中年期(自答),QQ9010N,干家务时长（小时/天）,0.0–24.0小时,0.0–24.0小时,Q 部分：行为与精神状态,u_shape,"连续变量：干家务时长。中年期建议三分类法: <1h(参与不足=风险), 1-3h(适度参与=保护), >3h(负担过重=风险)。需考虑性别交互效应"
60-74岁年轻老年人(自答),pid,个人编码,系统生成,系统生成,,special,个人ID，不用于分析
60-74岁年轻老年人(自答),AGE,年龄,0–120,0–120,G 部分：亲子互动,special,年龄变量，需根据年龄段特殊处理
60-74岁年轻老年人(自答),GENDER,性别,1=男，5=女,"1=男, 0=女",,reverse,
60-74岁年轻老年人(自答),QA301,现在的户口状况,1=农业户口；3=非农户口；5=没有户口；7=居民户口；79=不适用,"1=农业户口,3=非农户口,5=没有户口,7=居民户口,79=不适用",A部分：基本信息,categorical,多分类变量：户口状况。心理学权重编码(居民户口=保护，没有户口=高风险)，创建虚拟变量组
60-74岁年轻老年人(自答),QC401,过去12个月是否因病住院,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
60-74岁年轻老年人(自答),QEA0,当前婚姻状态,1=未婚；2=已婚；3=同居；4=离婚；5=丧偶,"1=未婚,2=已婚,3=同居,4=离婚,5=丧偶",E部分：婚姻,categorical,多分类名义变量，创建虚拟变量或独热编码
60-74岁年轻老年人(自答),QI200,是否有领取离退休金,1=是；5=否,"1=是, 0=否",I部分：退休与养老,reverse,
60-74岁年轻老年人(自答),QI2001,是否有领取养老保险,1=是；5=否,"1=是, 0=否",I部分：退休与养老,reverse,
60-74岁年轻老年人(自答),QM2016,幸福感评分,0–10分（0=最低，10=最高）,"0–10分（0=最低,10=最高）",M 部分：主观态度,reverse,
60-74岁年轻老年人(自答),QM3N,生活意义评分,0–10分（0=非常没有意义，10=非常有意义）,"0–10分（0=非常没有意义,10=非常有意义）",M 部分：主观态度,reverse,
60-74岁年轻老年人(自答),QN12012,对自己生活满意度,1–5分（1=很不满意，5=非常满意）,"1–5分（1=很不满意,5=非常满意）",M 部分：主观态度,reverse,
60-74岁年轻老年人(自答),QN4001,是否是中国共产党党员,1.是 5.否,"1=是, 0=否",N 部分：法律与政治,reverse,
60-74岁年轻老年人(自答),QN4003,是否是工会成员,1.是 5.否,"1=是, 0=否",N 部分：法律与政治,reverse,
60-74岁年轻老年人(自答),QN406,我感到情绪低落,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QN407,我觉得做任何事都很费劲,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QN411,我的睡眠不好,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QN412,我感到愉快,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,reverse,
60-74岁年轻老年人(自答),QN414,我感到孤独,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QN416,我生活快乐,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,reverse,
60-74岁年轻老年人(自答),QN418,我感到悲伤难过,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QN420,我觉得生活无法继续,1.几乎没有（不到一天） 2.有些时候（1-2天） 3.经常有（3-4天） 4.大多数时候有（5-7天）,"1=几乎没有(<1天), 2=有些时候(1-2天), 3=经常(3-4天), 4=大多数时候有(5-7天)",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QN8011,收入在本地位置评分,1–5分（1=很低，5=很高） 79=不适用,"1–5分（1=很低,5=很高）,79=不适用",M 部分：主观态度,reverse,
60-74岁年轻老年人(自答),QN8012,社会地位评分,1–5分（1=很低，5=很高）,"1–5分（1=很低,5=很高）",M 部分：主观态度,reverse,
60-74岁年轻老年人(自答),QP201,健康状况,1.非常健康 2.很健康 3.比较健康 4.一般 5.不健康,"1.非常健康,2.很健康,3.比较健康,4.一般,5.不健康",P 部分：健康,keep,
60-74岁年轻老年人(自答),QP202,健康变化情况,1.更好 3.没有变化 5.更差,"1.更好,3.没有变化,5.更差",P 部分：健康,keep,
60-74岁年轻老年人(自答),QP301,过去两周身体是否不适,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
60-74岁年轻老年人(自答),QP401,半年内是否有慢性疾病,1.是 5.否,"1=是, 0=否",P 部分：健康,keep,
60-74岁年轻老年人(自答),QP701N,锻炼身体的频率,1.平均每月不足1次 2.平均每月1次以上，但每周不足1次 3.平均每周1-2次 4.平均每周3-4次 5.平均每周5次及以上 6.每天1次 7.每天两次及以上 8.从不参加,"1.平均每月不足1次,2.平均每月1次以上,但每周不足1次,3.平均每周1-2次,4.平均每周3-4次,5.平均每周5次及以上,6.每天1次,7.每天两次及以上,8.从不参加",P 部分：健康,u_shape,"有序分类：锻炼频率。U形关系：1/8(极少/从不)=风险，3-5(适度)=保护，6-7(过高)=风险。建议重编码：风险组(1,8,6,7)，保护组(3-5)，中间组(2)"
60-74岁年轻老年人(自答),QP801N,是否吃肉,1.是 5.否,"1=是, 0=否",P 部分：健康,reverse,
60-74岁年轻老年人(自答),QP802N,是否吃新鲜蔬菜或水果,1.是 5.否,"1=是, 0=否",P 部分：健康,reverse,
60-74岁年轻老年人(自答),QQ1011,是否能独立去户外活动,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ1012,是否能独立进餐,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ1013,是否能独立进行厨房活动,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ1014,是否能独立使用公共交通,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ1015,是否能独立购物,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ1016,是否能独立清洁卫生,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ1017,是否能独立洗衣,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
60-74岁年轻老年人(自答),QQ201,是否吸烟,1.是 5.否,"1=是, 0=否",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QQ301,过去一月每周喝酒过3次吗,1.是 5.否,"1=是, 0=否",Q 部分：行为与精神状态,keep,
60-74岁年轻老年人(自答),QQ4010,睡眠时长（小时/天）,0.1–24.0小时,0.1–24.0小时,Q 部分：行为与精神状态,u_shape,"三分类法: <7h(睡眠过短=风险), 7-9h(睡眠正常=保护), >9h(睡眠过长=风险)"
60-74岁年轻老年人(自答),QQ501,记事能力,1.只能记住一点点 2.只能记住少数 3.能记住一半 4.能记住多数 5.完全能记住,"1.只能记住一点点,2.只能记住少数,3.能记住一半,4.能记住多数,5.完全能记住",Q 部分：行为与精神状态,reverse,
75岁+高龄老年人(自答),pid,个人编码,系统生成,系统生成,,special,个人ID，不用于分析
75岁+高龄老年人(自答),AGE,年龄,0–120,0–120,G 部分：亲子互动,special,年龄变量，需根据年龄段特殊处理
75岁+高龄老年人(自答),GENDER,性别,1=男，5=女,"1=男, 0=女",,reverse,
75岁+高龄老年人(自答),QA301,现在的户口状况,1=农业户口；3=非农户口；5=没有户口；7=居民户口；79=不适用,"1=农业户口,3=非农户口,5=没有户口,7=居民户口,79=不适用",A部分：基本信息,categorical,多分类变量：户口状况。心理学权重编码(居民户口=保护，没有户口=高风险)，创建虚拟变量组
75岁+高龄老年人(自答),QM2016,幸福感评分,0–10分（0=最低，10=最高）,"0–10分（0=最低,10=最高）",M 部分：主观态度,reverse,
75岁+高龄老年人(自答),QM3N,生活意义评分,0–10分（0=非常没有意义，10=非常有意义）,"0–10分（0=非常没有意义,10=非常有意义）",M 部分：主观态度,reverse,
75岁+高龄老年人(自答),QN12012,对自己生活满意度,1–5分（1=很不满意，5=非常满意）,"1–5分（1=很不满意,5=非常满意）",M 部分：主观态度,reverse,
75岁+高龄老年人(自答),QP201,健康状况,1.非常健康 2.很健康 3.比较健康 4.一般 5.不健康,"1.非常健康,2.很健康,3.比较健康,4.一般,5.不健康",P 部分：健康,keep,
75岁+高龄老年人(自答),QQ1011,是否能独立去户外活动,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ1012,是否能独立进餐,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ1013,是否能独立进行厨房活动,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ1014,是否能独立使用公共交通,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ1015,是否能独立购物,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ1016,是否能独立清洁卫生,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ1017,是否能独立洗衣,1.是 5.否,"1=是, 0=否",X 部分：认知与身体测试,reverse,
75岁+高龄老年人(自答),QQ401,是否有午睡习惯,1.有 5.没有,"1=有, 0=没有",Q 部分：行为与精神状态,reverse,
75岁+高龄老年人(自答),QQ4010,睡眠时长（小时/天）,0.1–24.0小时,0.1–24.0小时,Q 部分：行为与精神状态,u_shape,"三分类法: <7h(睡眠过短=风险), 7-9h(睡眠正常=保护), >9h(睡眠过长=风险)"
